Entity,Day,Case fatality rate of COVID-19 (%)
Brazil,2022-04-29,2.1813576
Brazil,2022-04-30,2.1803043
Brazil,2022-05-01,2.1799004
Brazil,2022-05-02,2.1790984
Brazil,2022-05-03,2.1787028
Brazil,2022-05-04,2.1785302
Brazil,2022-05-05,2.1773002
Brazil,2022-05-06,2.1760805
Brazil,2022-05-07,2.1749837
Brazil,2022-05-08,2.1742175
Brazil,2022-05-09,2.1732917
Brazil,2022-05-10,2.172907
Brazil,2022-05-11,2.1723905
Brazil,2022-05-12,2.1716075
Brazil,2022-05-13,2.1703594
Brazil,2022-05-14,2.1692555
Brazil,2022-05-15,2.1678972
Brazil,2022-05-16,2.1669707
Brazil,2022-05-17,2.166676
Brazil,2022-05-18,2.1659474
Brazil,2022-05-19,2.1648328
Brazil,2022-05-20,2.1642153
Brazil,2022-05-21,2.1638532
Brazil,2022-05-22,2.1633315
Brazil,2022-05-23,2.162307
Brazil,2022-05-24,2.161743
Brazil,2022-05-25,2.1609728
Brazil,2022-05-26,2.1594481
Brazil,2022-05-27,2.159191
Brazil,2022-05-28,2.1572828
Brazil,2022-05-29,2.1548975
Brazil,2022-05-30,2.1534424
Brazil,2022-05-31,2.1530726
Brazil,2022-06-01,2.151602
Brazil,2022-06-02,2.149248
Brazil,2022-06-03,2.1468146
Brazil,2022-06-04,2.1443741
Brazil,2022-06-05,2.14202
Brazil,2022-06-06,2.1410315
Brazil,2022-06-07,2.1406267
Brazil,2022-06-08,2.1382866
Brazil,2022-06-09,2.1344097
Brazil,2022-06-10,2.1319828
Brazil,2022-06-11,2.1293747
Brazil,2022-06-12,2.126087
Brazil,2022-06-13,2.1245701
Brazil,2022-06-14,2.1238925
Brazil,2022-06-15,2.1214058
Brazil,2022-06-16,2.1189685
Brazil,2022-06-17,2.1153293
Brazil,2022-06-18,2.113605
Brazil,2022-06-19,2.111919
Brazil,2022-06-20,2.1108744
Brazil,2022-06-21,2.110336
Brazil,2022-06-22,2.1072974
Brazil,2022-06-23,2.1037545
Brazil,2022-06-24,2.09945
Brazil,2022-06-25,2.0958595
Brazil,2022-06-26,2.0929503
Brazil,2022-06-27,2.090855
Brazil,2022-06-28,2.08988
Brazil,2022-06-29,2.0869138
Brazil,2022-06-30,2.0829291
Brazil,2022-07-01,2.0788884
Brazil,2022-07-02,2.0749602
Brazil,2022-07-03,2.0709708
Brazil,2022-07-04,2.0690477
Brazil,2022-07-05,2.068028
Brazil,2022-07-06,2.0655107
Brazil,2022-07-07,2.0620005
Brazil,2022-07-08,2.0582373
Brazil,2022-07-09,2.0545743
Brazil,2022-07-10,2.050934
Brazil,2022-07-11,2.0488646
Brazil,2022-07-12,2.0488646
Brazil,2022-07-13,2.0453784
Brazil,2022-07-14,2.0424514
Brazil,2022-07-15,2.0391405
Brazil,2022-07-16,2.036014
Brazil,2022-07-17,2.0303388
Brazil,2022-07-18,2.0285058
Brazil,2022-07-19,2.02801
Brazil,2022-07-20,2.02616
Brazil,2022-07-21,2.0236983
Brazil,2022-07-22,2.021316
Brazil,2022-07-23,2.019016
Brazil,2022-07-24,2.019016
Brazil,2022-07-25,2.0157716
Brazil,2022-07-26,2.0152922
Brazil,2022-07-27,2.01399
Brazil,2022-07-28,2.0127642
Brazil,2022-07-29,2.0110257
Brazil,2022-07-30,2.0091538
Brazil,2022-07-31,2.0073957
Brazil,2022-08-01,2.0065484
Brazil,2022-08-02,2.0054264
Brazil,2022-08-03,2.0047133
Brazil,2022-08-04,2.003545
Brazil,2022-08-05,2.0023398
Brazil,2022-08-06,2.0007246
Brazil,2022-08-07,1.9996135
Brazil,2022-08-08,1.9991636
Brazil,2022-08-09,1.9989082
Brazil,2022-08-10,1.9983852
Brazil,2022-08-11,1.9976839
Brazil,2022-08-12,1.9966193
Brazil,2022-08-13,1.9956466
Brazil,2022-08-14,1.9949936
Brazil,2022-08-15,1.9943887
Brazil,2022-08-16,1.9942385
Brazil,2022-08-17,1.9941255
Brazil,2022-08-18,1.9933845
Brazil,2022-08-19,1.992829
Brazil,2022-08-20,1.9921407
Brazil,2022-08-21,1.9914583
Brazil,2022-08-22,1.9909751
Brazil,2022-08-23,1.9908173
Brazil,2022-08-24,1.9908121
Brazil,2022-08-25,1.9902292
Brazil,2022-08-26,1.9897581
Brazil,2022-08-27,1.9889965
Brazil,2022-08-28,1.9884163
Brazil,2022-08-29,1.9879181
Brazil,2022-08-30,1.9877826
Brazil,2022-08-31,1.9874347
Brazil,2022-09-01,1.9871296
Brazil,2022-09-02,1.9865464
Brazil,2022-09-03,1.98622
Brazil,2022-09-04,1.9858925
Brazil,2022-09-05,1.985484
Brazil,2022-09-06,1.9851329
Brazil,2022-09-07,1.9851329
Brazil,2022-09-08,1.9848115
Brazil,2022-09-09,1.9844652
Brazil,2022-09-10,1.9844697
Brazil,2022-09-11,1.9840026
Brazil,2022-09-12,1.9835777
Brazil,2022-09-13,1.9835777
Brazil,2022-09-14,1.9832596
Brazil,2022-09-15,1.9829624
Brazil,2022-09-16,1.9824733
Brazil,2022-09-17,1.982141
Brazil,2022-09-18,1.9818338
Brazil,2022-09-19,1.9817615
Brazil,2022-09-20,1.9815973
Brazil,2022-09-21,1.9814624
Brazil,2022-09-22,1.9812219
Brazil,2022-09-23,1.9810594
Brazil,2022-09-24,1.980772
Brazil,2022-09-25,1.9805382
Brazil,2022-09-26,1.980255
Brazil,2022-09-27,1.9802513
Brazil,2022-09-28,1.9799911
Brazil,2022-09-29,1.9796501
Brazil,2022-09-30,1.979348
Brazil,2022-10-01,1.9789503
Brazil,2022-10-02,1.9786156
Brazil,2022-10-03,1.9789028
Brazil,2022-10-04,1.9790348
Brazil,2022-10-05,1.9788967
Brazil,2022-10-06,1.9787445
Brazil,2022-10-07,1.9786526
Brazil,2022-10-08,1.9785674
Brazil,2022-10-09,1.9783963
Brazil,2022-10-10,1.9782871
Brazil,2022-10-11,1.9782856
Brazil,2022-10-12,1.9780937
Brazil,2022-10-13,1.9779227
Brazil,2022-10-14,1.9778129
Brazil,2022-10-15,1.9777538
Brazil,2022-10-16,1.9775941
Brazil,2022-10-17,1.9774939
Brazil,2022-10-18,1.977478
Brazil,2022-10-19,1.9774165
Brazil,2022-10-20,1.977184
Brazil,2022-10-21,1.9771553
Brazil,2022-10-22,1.9768745
Brazil,2022-10-23,1.9767519
Brazil,2022-10-24,1.9767783
Brazil,2022-10-25,1.9767083
Brazil,2022-10-26,1.9764317
Brazil,2022-10-27,1.9762166
Brazil,2022-10-28,1.9763424
Brazil,2022-10-29,1.976036
Brazil,2022-10-30,1.9759793
Brazil,2022-10-31,1.9759064
Brazil,2022-11-01,1.975864
Brazil,2022-11-02,1.9758303
Brazil,2022-11-03,1.9755384
Brazil,2022-11-04,1.9754337
Brazil,2022-11-05,1.9751505
Brazil,2022-11-06,1.9751807
Brazil,2022-11-07,1.9751352
Brazil,2022-11-08,1.9750915
Brazil,2022-11-09,1.9749973
Brazil,2022-11-10,1.9745439
Brazil,2022-11-11,1.9742408
Brazil,2022-11-12,1.9736755
Brazil,2022-11-13,1.972763
Brazil,2022-11-14,1.9725517
Brazil,2022-11-15,1.9725013
Brazil,2022-11-16,1.9721456
Brazil,2022-11-17,1.9720514
Brazil,2022-11-18,1.9713852
Brazil,2022-11-19,1.9697297
Brazil,2022-11-20,1.9683341
Brazil,2022-11-21,1.9679375
Brazil,2022-11-22,1.9677173
Brazil,2022-11-23,1.9666996
Brazil,2022-11-24,1.9660847
Brazil,2022-11-25,1.9647435
Brazil,2022-11-26,1.963673
Brazil,2022-11-27,1.961456
Brazil,2022-11-28,1.961456
Brazil,2022-11-29,1.9605182
Brazil,2022-11-30,1.9595445
Brazil,2022-12-01,1.9574614
Brazil,2022-12-02,1.9559857
Brazil,2022-12-03,1.9544001
Brazil,2022-12-04,1.9528068
Brazil,2022-12-05,1.9515679
Brazil,2022-12-06,1.9512057
Brazil,2022-12-07,1.9500092
Brazil,2022-12-08,1.9474418
Brazil,2022-12-09,1.9454089
Brazil,2022-12-10,1.9438324
Brazil,2022-12-11,1.9438324
Brazil,2022-12-12,1.9418955
Brazil,2022-12-13,1.9415452
Brazil,2022-12-14,1.9386698
Brazil,2022-12-15,1.9386698
Brazil,2022-12-16,1.9340467
Brazil,2022-12-17,1.9314584
Brazil,2022-12-18,1.9286846
Brazil,2022-12-19,1.9276186
Brazil,2022-12-20,1.9271445
Brazil,2022-12-21,1.9252741
Brazil,2022-12-22,1.922906
Brazil,2022-12-23,1.9211313
Brazil,2022-12-24,1.919084
Brazil,2022-12-25,1.9176629
Brazil,2022-12-26,1.9176629
Brazil,2022-12-27,1.9176629
Brazil,2022-12-28,1.9147874
Brazil,2022-12-29,1.9135249
Brazil,2022-12-30,1.9124979
Brazil,2022-12-31,1.9109858
Brazil,2023-01-01,1.909795
Brazil,2023-01-02,1.909795
Brazil,2023-01-03,1.909795
Brazil,2023-01-04,1.9085144
Brazil,2023-01-05,1.9076228
Brazil,2023-01-06,1.9065106
Brazil,2023-01-07,1.9054966
Brazil,2023-01-08,1.9046931
Brazil,2023-01-09,1.904184
Brazil,2023-01-10,1.9041272
Brazil,2023-01-11,1.9032937
Brazil,2023-01-12,1.9013373
Brazil,2023-01-13,1.9002448
Brazil,2023-01-14,1.899659
Brazil,2023-01-15,1.899659
Brazil,2023-01-16,1.8985486
Brazil,2023-01-17,1.8983868
Brazil,2023-01-18,1.8979123
Brazil,2023-01-19,1.8969674
Brazil,2023-01-20,1.8965536
Brazil,2023-01-21,1.896753
Brazil,2023-01-22,1.896306
Brazil,2023-01-23,1.8962456
Brazil,2023-01-24,1.8962252
Brazil,2023-01-25,1.8957928
Brazil,2023-01-26,1.8951246
Brazil,2023-01-27,1.8945556
Brazil,2023-01-28,1.8942186
Brazil,2023-01-29,1.8937701
Brazil,2023-01-30,1.8936816
Brazil,2023-01-31,1.8936622
Brazil,2023-02-01,1.8933263
Brazil,2023-02-02,1.8929584
Brazil,2023-02-03,1.8926138
Brazil,2023-02-04,1.8917185
Brazil,2023-02-05,1.891533
Brazil,2023-02-06,1.8914936
Brazil,2023-02-07,1.891459
Brazil,2023-02-08,1.8911664
Brazil,2023-02-09,1.8909488
Brazil,2023-02-10,1.8900647
Brazil,2023-02-11,1.8896667
Brazil,2023-02-12,1.8891296
Brazil,2023-02-13,1.88905
Brazil,2023-02-14,1.8890347
Brazil,2023-02-15,1.8882167
Brazil,2023-02-16,1.8882167
Brazil,2023-02-17,1.888196
Brazil,2023-02-18,1.888029
Brazil,2023-02-19,1.8872418
Brazil,2023-02-20,1.8871799
Brazil,2023-02-21,1.8871552
Brazil,2023-02-22,1.8871393
Brazil,2023-02-23,1.8870732
Brazil,2023-02-24,1.8876525
Brazil,2023-02-25,1.8882841
Brazil,2023-02-26,1.887947
Brazil,2023-02-27,1.887846
Brazil,2023-02-28,1.8878001
Brazil,2023-03-01,1.8872554
Brazil,2023-03-02,1.886725
Brazil,2023-03-03,1.8864858
Brazil,2023-03-04,1.8864406
Brazil,2023-03-05,1.8860583
Brazil,2023-03-06,1.8856686
Brazil,2023-03-07,1.8856686
Brazil,2023-03-08,1.8856686
Brazil,2023-03-09,1.8856686
Brazil,2023-03-10,1.8856686
Brazil,2023-03-11,1.8856686
Brazil,2023-03-12,1.8856686
Brazil,2023-03-13,1.8834953
Brazil,2023-03-14,1.8834953
Brazil,2023-03-15,1.8834953
Brazil,2023-03-16,1.8834953
Brazil,2023-03-17,1.8834953
Brazil,2023-03-18,1.8834953
Brazil,2023-03-19,1.8834953
Brazil,2023-03-20,1.8812608
Brazil,2023-03-21,1.8812608
Brazil,2023-03-22,1.8812608
Brazil,2023-03-23,1.8812608
Brazil,2023-03-24,1.8812608
Brazil,2023-03-25,1.8812608
Brazil,2023-03-26,1.8812608
Brazil,2023-03-27,1.8812608
Brazil,2023-03-28,1.8812608
Brazil,2023-03-29,1.8812608
Brazil,2023-03-30,1.8793992
Brazil,2023-03-31,1.8793992
Brazil,2023-04-01,1.8793992
Brazil,2023-04-02,1.8793992
Brazil,2023-04-03,1.8793992
Brazil,2023-04-04,1.8793992
Brazil,2023-04-05,1.8793992
Brazil,2023-04-06,1.8793992
Brazil,2023-04-07,1.8793992
Brazil,2023-04-08,1.8793992
Brazil,2023-04-09,1.8771973
Brazil,2023-04-10,1.8771973
Brazil,2023-04-11,1.8771973
Brazil,2023-04-12,1.8771973
Brazil,2023-04-13,1.8771973
Brazil,2023-04-14,1.8771973
Brazil,2023-04-15,1.8771973
Brazil,2023-04-16,1.8759283
Brazil,2023-04-17,1.8759283
Brazil,2023-04-18,1.8759283
Brazil,2023-04-19,1.8759283
Brazil,2023-04-20,1.8759283
Brazil,2023-04-21,1.8759283
Brazil,2023-04-22,1.8759283
Brazil,2023-04-23,1.8745439
Brazil,2023-04-24,1.8745439
Brazil,2023-04-25,1.8745439
Brazil,2023-04-26,1.8745439
Brazil,2023-04-27,1.8745439
Brazil,2023-04-28,1.8745439
Brazil,2023-04-29,1.8745439
Brazil,2023-04-30,1.8731773
Brazil,2023-05-01,1.8731773
Brazil,2023-05-02,1.8731773
Brazil,2023-05-03,1.8731773
Brazil,2023-05-04,1.8731773
Brazil,2023-05-05,1.8731773
Brazil,2023-05-06,1.8731773
Brazil,2023-05-07,1.8721552
Brazil,2023-05-08,1.8721552
Brazil,2023-05-09,1.8721552
Brazil,2023-05-10,1.8721552
Brazil,2023-05-11,1.8721552
Brazil,2023-05-12,1.8721552
Brazil,2023-05-13,1.8721552
Brazil,2023-05-14,1.8717144
Brazil,2023-05-15,1.8717144
Brazil,2023-05-16,1.8717144
Brazil,2023-05-17,1.8717144
Brazil,2023-05-18,1.8717144
Brazil,2023-05-19,1.8717144
Brazil,2023-05-20,1.8717144
Brazil,2023-05-21,1.8717144
Brazil,2023-05-22,1.8717144
Brazil,2023-05-23,1.8717144
Brazil,2023-05-24,1.8717144
Brazil,2023-05-25,1.8717144
Brazil,2023-05-26,1.8717144
Brazil,2023-05-27,1.8717144
Brazil,2023-05-28,1.8717144
Brazil,2023-05-29,1.8717144
Brazil,2023-05-30,1.8717144
Brazil,2023-05-31,1.8717144
Brazil,2023-06-01,1.8717144
Brazil,2023-06-02,1.8717144
Brazil,2023-06-03,1.8717144
Brazil,2023-06-04,1.8717144
Brazil,2023-06-05,1.8717144
Brazil,2023-06-06,1.8717144
Brazil,2023-06-07,1.8717144
Brazil,2023-06-08,1.8717144
Brazil,2023-06-09,1.8717144
Brazil,2023-06-10,1.8717144
Brazil,2023-06-11,1.8717144
Brazil,2023-06-12,1.8717144
Brazil,2023-06-13,1.8717144
Brazil,2023-06-14,1.8717144
Brazil,2023-06-15,1.8717144
Brazil,2023-06-16,1.8717144
Brazil,2023-06-17,1.8717144
Brazil,2023-06-18,1.8717144
Brazil,2023-06-19,1.8717144
Brazil,2023-06-20,1.8717144
Brazil,2023-06-21,1.8717144
Brazil,2023-06-22,1.8717144
Brazil,2023-06-23,1.8717144
Brazil,2023-06-24,1.8717144
Brazil,2023-06-25,1.8717144
Brazil,2023-06-26,1.8717144
Brazil,2023-06-27,1.8717144
Brazil,2023-06-28,1.8717144
Brazil,2023-06-29,1.8717144
Brazil,2023-06-30,1.8717144
Brazil,2023-07-01,1.8717144
Brazil,2023-07-02,1.8717144
Brazil,2023-07-03,1.8717144
Brazil,2023-07-04,1.8717144
Brazil,2023-07-05,1.8717144
Brazil,2023-07-06,1.8717144
Brazil,2023-07-07,1.8717144
Brazil,2023-07-08,1.8717144
Brazil,2023-07-09,1.8717144
Brazil,2023-07-10,1.8717144
Brazil,2023-07-11,1.8717144
Brazil,2023-07-12,1.8717144
Brazil,2023-07-13,1.8717144
Brazil,2023-07-14,1.8717144
Brazil,2023-07-15,1.8717144
Brazil,2023-07-16,1.8717144
Brazil,2023-07-17,1.8717144
Brazil,2023-07-18,1.8717144
Brazil,2023-07-19,1.8717144
Brazil,2023-07-20,1.8717144
Brazil,2023-07-21,1.8717144
Brazil,2023-07-22,1.8717144
Brazil,2023-07-23,1.8717144
Brazil,2023-07-24,1.8717144
Brazil,2023-07-25,1.8717144
Brazil,2023-07-26,1.8717144
Brazil,2023-07-27,1.8717144
Brazil,2023-07-28,1.8717144
Brazil,2023-07-29,1.8717144
Brazil,2023-07-30,1.8717144
Brazil,2023-07-31,1.8717144
Brazil,2023-08-01,1.8717144
Brazil,2023-08-02,1.8717144
Brazil,2023-08-03,1.8717144
Brazil,2023-08-04,1.8717144
Brazil,2023-08-05,1.8717144
Brazil,2023-08-06,1.8717144
Brazil,2023-08-07,1.8717144
Brazil,2023-08-08,1.8717144
Brazil,2023-08-09,1.8717144
Brazil,2023-08-10,1.8717144
Brazil,2023-08-11,1.8717144
Brazil,2023-08-12,1.8717144
Brazil,2023-08-13,1.8717144
Brazil,2023-08-14,1.8717144
Brazil,2023-08-15,1.8717144
Brazil,2023-08-16,1.8717144
Brazil,2023-08-17,1.8717144
Brazil,2023-08-18,1.8717144
Brazil,2023-08-19,1.8717144
Brazil,2023-08-20,1.8717144
Brazil,2023-08-21,1.8717144
Brazil,2023-08-22,1.8717144
Brazil,2023-08-23,1.8717144
Brazil,2023-08-24,1.8717144
Brazil,2023-08-25,1.8717144
Brazil,2023-08-26,1.8717144
Brazil,2023-08-27,1.8717144
Brazil,2023-08-28,1.8717144
Brazil,2023-08-29,1.8717144
Brazil,2023-08-30,1.8717144
Brazil,2023-08-31,1.8717144
Brazil,2023-09-01,1.8717144
Brazil,2023-09-02,1.8717144
Brazil,2023-09-03,1.8717144
Brazil,2023-09-04,1.8717144
Brazil,2023-09-05,1.8717144
Brazil,2023-09-06,1.8717144
Brazil,2023-09-07,1.8717144
Brazil,2023-09-08,1.8717144
Brazil,2023-09-09,1.8717144
Brazil,2023-09-10,1.8717144
Brazil,2023-09-11,1.8717144
Brazil,2023-09-12,1.8717144
Brazil,2023-09-13,1.8717144
Brazil,2023-09-14,1.8717144
Brazil,2023-09-15,1.8717144
Brazil,2023-09-16,1.8717144
Brazil,2023-09-17,1.8717144
Brazil,2023-09-18,1.8717144
Brazil,2023-09-19,1.8717144
Brazil,2023-09-20,1.8717144
Brazil,2023-09-21,1.8717144
Brazil,2023-09-22,1.8717144
Brazil,2023-09-23,1.8717144
Brazil,2023-09-24,1.8717144
Brazil,2023-09-25,1.8717144
Brazil,2023-09-26,1.8717144
Brazil,2023-09-27,1.8717144
Brazil,2023-09-28,1.8717144
Brazil,2023-09-29,1.8717144
Brazil,2023-09-30,1.8717144
Brazil,2023-10-01,1.8717144
Brazil,2023-10-02,1.8717144
Brazil,2023-10-03,1.8717144
Brazil,2023-10-04,1.8717144
Brazil,2023-10-05,1.8717144
Brazil,2023-10-06,1.8717144
Brazil,2023-10-07,1.8717144
Brazil,2023-10-08,1.8717144
Brazil,2023-10-09,1.8717144
Brazil,2023-10-10,1.8717144
Brazil,2023-10-11,1.8717144
Brazil,2023-10-12,1.8717144
Brazil,2023-10-13,1.8717144
Brazil,2023-10-14,1.8717144
Brazil,2023-10-15,1.8717144
Brazil,2023-10-16,1.8717144
Brazil,2023-10-17,1.8717144
Brazil,2023-10-18,1.8717144
Brazil,2023-10-19,1.8717144
Brazil,2023-10-20,1.8717144
Brazil,2023-10-21,1.8717144
Brazil,2023-10-22,1.8717144
Brazil,2023-10-23,1.8717144
Brazil,2023-10-24,1.8717144
Brazil,2023-10-25,1.8717144
Brazil,2023-10-26,1.8717144
Brazil,2023-10-27,1.8717144
Brazil,2023-10-28,1.8717144
Brazil,2023-10-29,1.8717144
Brazil,2023-10-30,1.8717144
Brazil,2023-10-31,1.8717144
Brazil,2023-11-01,1.8717144
Brazil,2023-11-02,1.8717144
Brazil,2023-11-03,1.8717144
Brazil,2023-11-04,1.8717144
Brazil,2023-11-05,1.8717144
Brazil,2023-11-06,1.8717144
Brazil,2023-11-07,1.8717144
Brazil,2023-11-08,1.8717144
Brazil,2023-11-09,1.8717144
Brazil,2023-11-10,1.8717144
Brazil,2023-11-11,1.8717144
Brazil,2023-11-12,1.8717144
Brazil,2023-11-13,1.8717144
Brazil,2023-11-14,1.8717144
Brazil,2023-11-15,1.8717144
Brazil,2023-11-16,1.8717144
Brazil,2023-11-17,1.8717144
Brazil,2023-11-18,1.8717144
Brazil,2023-11-19,1.8717144
Brazil,2023-11-20,1.8717144
Brazil,2023-11-21,1.8717144
Brazil,2023-11-22,1.8717144
Brazil,2023-11-23,1.8717144
Brazil,2023-11-24,1.8717144
Brazil,2023-11-25,1.8717144
Brazil,2023-11-26,1.8717144
Brazil,2023-11-27,1.8717144
Brazil,2023-11-28,1.8717144
Brazil,2023-11-29,1.8717144
Brazil,2023-11-30,1.8717144
Brazil,2023-12-01,1.8717144
Brazil,2023-12-02,1.8717144
Brazil,2023-12-03,1.8717144
Brazil,2023-12-04,1.8717144
Brazil,2023-12-05,1.8717144
Brazil,2023-12-06,1.8717144
Brazil,2023-12-07,1.8717144
Brazil,2023-12-08,1.8717144
Brazil,2023-12-09,1.8717144
Brazil,2023-12-10,1.8717144
Brazil,2023-12-11,1.8717144
Brazil,2023-12-12,1.8717144
Brazil,2023-12-13,1.8717144
Brazil,2023-12-14,1.8717144
Brazil,2023-12-15,1.8717144
Brazil,2023-12-16,1.8717144
Brazil,2023-12-17,1.8717144
Brazil,2023-12-18,1.8717144
Brazil,2023-12-19,1.8717144
Brazil,2023-12-20,1.8717144
Brazil,2023-12-21,1.8717144
Brazil,2023-12-22,1.8717144
Brazil,2023-12-23,1.8717144
Brazil,2023-12-24,1.8717144
Brazil,2023-12-25,1.8717144
Brazil,2023-12-26,1.8717144
Brazil,2023-12-27,1.8717144
Brazil,2023-12-28,1.8717144
Brazil,2023-12-29,1.8717144
Brazil,2023-12-30,1.8717144
Brazil,2023-12-31,1.8717144
Brazil,2024-01-01,1.8717144
Brazil,2024-01-02,1.8717144
Brazil,2024-01-03,1.8717144
Brazil,2024-01-04,1.8717144
Brazil,2024-01-05,1.8717144
Brazil,2024-01-06,1.8717144
Brazil,2024-01-07,1.8717144
Brazil,2024-01-08,1.8717144
Brazil,2024-01-09,1.8717144
Brazil,2024-01-10,1.8717144
Brazil,2024-01-11,1.8717144
Brazil,2024-01-12,1.8717144
Brazil,2024-01-13,1.8717144
Brazil,2024-01-14,1.8717144
Brazil,2024-01-15,1.8717144
Brazil,2024-01-16,1.8717144
Brazil,2024-01-17,1.8717144
Brazil,2024-01-18,1.8717144
Brazil,2024-01-19,1.8717144
Brazil,2024-01-20,1.8717144
Brazil,2024-01-21,1.8717144
Brazil,2024-01-22,1.8717144
Brazil,2024-01-23,1.8717144
Brazil,2024-01-24,1.8717144
Brazil,2024-01-25,1.8717144
Brazil,2024-01-26,1.8717144
Brazil,2024-01-27,1.8717144
Brazil,2024-01-28,1.8717144
Brazil,2024-01-29,1.8717144
Brazil,2024-01-30,1.8717144
Brazil,2024-01-31,1.8717144
Brazil,2024-02-01,1.8717144
Brazil,2024-02-02,1.8717144
Brazil,2024-02-03,1.8717144
Brazil,2024-02-04,1.8717144
Brazil,2024-02-05,1.8717144
Brazil,2024-02-06,1.8717144
Brazil,2024-02-07,1.8717144
Brazil,2024-02-08,1.8717144
Brazil,2024-02-09,1.8717144
Brazil,2024-02-10,1.8717144
Brazil,2024-02-11,1.8717144
Brazil,2024-02-12,1.8717144
Brazil,2024-02-13,1.8717144
Brazil,2024-02-14,1.8717144
Brazil,2024-02-15,1.8717144
Brazil,2024-02-16,1.8717144
Brazil,2024-02-17,1.8717144
Brazil,2024-02-18,1.8717144
Brazil,2024-02-19,1.8717144
Brazil,2024-02-20,1.8717144
Brazil,2024-02-21,1.8717144
Brazil,2024-02-22,1.8717144
Brazil,2024-02-23,1.8717144
Brazil,2024-02-24,1.8717144
Brazil,2024-02-25,1.8717144
Brazil,2024-02-26,1.8717144
Brazil,2024-02-27,1.8717144
Brazil,2024-02-28,1.8717144
Brazil,2024-02-29,1.8717144
Brazil,2024-03-01,1.8717144
Brazil,2024-03-02,1.8717144
Brazil,2024-03-03,1.8717144
Brazil,2024-03-04,1.8717144
Brazil,2024-03-05,1.8717144
Brazil,2024-03-06,1.8717144
Brazil,2024-03-07,1.8717144
Brazil,2024-03-08,1.8717144
Brazil,2024-03-09,1.8717144
Brazil,2024-03-10,1.8717144
Brazil,2024-03-11,1.8717144
Brazil,2024-03-12,1.8717144
Brazil,2024-03-13,1.8717144
Brazil,2024-03-14,1.8717144
Brazil,2024-03-15,1.8717144
Brazil,2024-03-16,1.8717144
Brazil,2024-03-17,1.8717144
Brazil,2024-03-18,1.8717144
Brazil,2024-03-19,1.8717144
Brazil,2024-03-20,1.8717144
Brazil,2024-03-21,1.8717144
Brazil,2024-03-22,1.8717144
Brazil,2024-03-23,1.8717144
Brazil,2024-03-24,1.8717144
Brazil,2024-03-25,1.8717144
Brazil,2024-03-26,1.8717144
Brazil,2024-03-27,1.8717144
Brazil,2024-03-28,1.8717144
Brazil,2024-03-29,1.8717144
Brazil,2024-03-30,1.8717144
Brazil,2024-03-31,1.8717144
Brazil,2024-04-01,1.8717144
Brazil,2024-04-02,1.8717144
Brazil,2024-04-03,1.8717144
Brazil,2024-04-04,1.8717144
Brazil,2024-04-05,1.8717144
Brazil,2024-04-06,1.8717144
Brazil,2024-04-07,1.8717144
Brazil,2024-04-08,1.8717144
Brazil,2024-04-09,1.8717144
Brazil,2024-04-10,1.8717144
Brazil,2024-04-11,1.8717144
Brazil,2024-04-12,1.8717144
Brazil,2024-04-13,1.8717144
Brazil,2024-04-14,1.8717144
Brazil,2024-04-15,1.8717144
Brazil,2024-04-16,1.8717144
Brazil,2024-04-17,1.8717144
Brazil,2024-04-18,1.8717144
Brazil,2024-04-19,1.8717144
Brazil,2024-04-20,1.8717144
Brazil,2024-04-21,1.8717144
Brazil,2024-04-22,1.8717144
Brazil,2024-04-23,1.8717144
Brazil,2024-04-24,1.8717144
Brazil,2024-04-25,1.8717144
Brazil,2024-04-26,1.8717144
Brazil,2024-04-27,1.8717144
Brazil,2024-04-28,1.8717144
Brazil,2024-04-29,1.8717144
Brazil,2024-04-30,1.8717144
Brazil,2024-05-01,1.8717144
Brazil,2024-05-02,1.8717144
Brazil,2024-05-03,1.8717144
Brazil,2024-05-04,1.8717144
Brazil,2024-05-05,1.8717144
Brazil,2024-05-06,1.8717144
Brazil,2024-05-07,1.8717144
Brazil,2024-05-08,1.8717144
Brazil,2024-05-09,1.8717144
Brazil,2024-05-10,1.8717144
Brazil,2024-05-11,1.8717144
Brazil,2024-05-12,1.8717144
Brazil,2024-05-13,1.8717144
Brazil,2024-05-14,1.8717144
Brazil,2024-05-15,1.8717144
Brazil,2024-05-16,1.8717144
Brazil,2024-05-17,1.8717144
Brazil,2024-05-18,1.8717144
Brazil,2024-05-19,1.8717144
Brazil,2024-05-20,1.8717144
Brazil,2024-05-21,1.8717144
Brazil,2024-05-22,1.8717144
Brazil,2024-05-23,1.8717144
Brazil,2024-05-24,1.8717144
Brazil,2024-05-25,1.8717144
Brazil,2024-05-26,1.8717144
Brazil,2024-05-27,1.8717144
Brazil,2024-05-28,1.8717144
Brazil,2024-05-29,1.8717144
Brazil,2024-05-30,1.8717144
Brazil,2024-05-31,1.8717144
Brazil,2024-06-01,1.8717144
Brazil,2024-06-02,1.8717144
Brazil,2024-06-03,1.8717144
Brazil,2024-06-04,1.8717144
Brazil,2024-06-05,1.8717144
Brazil,2024-06-06,1.8717144
Brazil,2024-06-07,1.8717144
Brazil,2024-06-08,1.8717144
Brazil,2024-06-09,1.8717144
Brazil,2024-06-10,1.8717144
Brazil,2024-06-11,1.8717144
Brazil,2024-06-12,1.8717144
Brazil,2024-06-13,1.8717144
Brazil,2024-06-14,1.8717144
Brazil,2024-06-15,1.8717144
