Entity,Day,Total confirmed cases of COVID-19 per million people
Brazil,2022-04-03,142530.95
Brazil,2022-04-04,142612.08
Brazil,2022-04-05,142646.36
Brazil,2022-04-06,142709.89
Brazil,2022-04-07,142839.86
Brazil,2022-04-08,142968.81
Brazil,2022-04-09,143094.83
Brazil,2022-04-10,143238.48
Brazil,2022-04-11,143339.42
Brazil,2022-04-12,143373.7
Brazil,2022-04-13,143415.56
Brazil,2022-04-14,143523.61
Brazil,2022-04-15,143651.64
Brazil,2022-04-16,143761.81
Brazil,2022-04-17,143824.95
Brazil,2022-04-18,143838.14
Brazil,2022-04-19,143850.23
Brazil,2022-04-20,143890.5
Brazil,2022-04-21,143957.7
Brazil,2022-04-22,144132.44
Brazil,2022-04-23,144221.17
Brazil,2022-04-24,144259.53
Brazil,2022-04-25,144292.61
Brazil,2022-04-26,144310.72
Brazil,2022-04-27,144341.42
Brazil,2022-04-28,144446.7
Brazil,2022-04-29,144546.3
Brazil,2022-04-30,144640.98
Brazil,2022-05-01,144708.14
Brazil,2022-05-02,144780.39
Brazil,2022-05-03,144810.17
Brazil,2022-05-04,144841.06
Brazil,2022-05-05,144942.97
Brazil,2022-05-06,145038.42
Brazil,2022-05-07,145141.52
Brazil,2022-05-08,145235.31
Brazil,2022-05-09,145304.83
Brazil,2022-05-10,145333.39
Brazil,2022-05-11,145379.56
Brazil,2022-05-12,145475.33
Brazil,2022-05-13,145586.6
Brazil,2022-05-14,145688.08
Brazil,2022-05-15,145809.86
Brazil,2022-05-16,145892.38
Brazil,2022-05-17,145922.31
Brazil,2022-05-18,145986.55
Brazil,2022-05-19,146112.02
Brazil,2022-05-20,146176.33
Brazil,2022-05-21,146225.84
Brazil,2022-05-22,146274.28
Brazil,2022-05-23,146351.3
Brazil,2022-05-24,146411.27
Brazil,2022-05-25,146472.02
Brazil,2022-05-26,146628.06
Brazil,2022-05-27,146674.61
Brazil,2022-05-28,146835.84
Brazil,2022-05-29,147029.05
Brazil,2022-05-30,147144.31
Brazil,2022-05-31,147183.28
Brazil,2022-06-01,147297.78
Brazil,2022-06-02,147494.53
Brazil,2022-06-03,147689.39
Brazil,2022-06-04,147885.64
Brazil,2022-06-05,148057.72
Brazil,2022-06-06,148131.84
Brazil,2022-06-07,148161.64
Brazil,2022-06-08,148331.78
Brazil,2022-06-09,148669.61
Brazil,2022-06-10,148905.52
Brazil,2022-06-11,149119.84
Brazil,2022-06-12,149388.45
Brazil,2022-06-13,149520.62
Brazil,2022-06-14,149576.39
Brazil,2022-06-15,149767.4
Brazil,2022-06-16,149978.72
Brazil,2022-06-17,150312.95
Brazil,2022-06-18,150469.55
Brazil,2022-06-19,150605.89
Brazil,2022-06-20,150701.6
Brazil,2022-06-21,150752.42
Brazil,2022-06-22,150991.47
Brazil,2022-06-23,151297.5
Brazil,2022-06-24,151639.42
Brazil,2022-06-25,151982
Brazil,2022-06-26,152269.12
Brazil,2022-06-27,152453.6
Brazil,2022-06-28,152532.89
Brazil,2022-06-29,152778.62
Brazil,2022-06-30,153143.03
Brazil,2022-07-01,153504.06
Brazil,2022-07-02,153861.34
Brazil,2022-07-03,154222.94
Brazil,2022-07-04,154402.6
Brazil,2022-07-05,154490.92
Brazil,2022-07-06,154707.27
Brazil,2022-07-07,155061.95
Brazil,2022-07-08,155428.88
Brazil,2022-07-09,155771.47
Brazil,2022-07-10,156109.61
Brazil,2022-07-11,156317.2
Brazil,2022-07-12,156317.2
Brazil,2022-07-13,156631.06
Brazil,2022-07-14,156935.61
Brazil,2022-07-15,157279.03
Brazil,2022-07-16,157589.9
Brazil,2022-07-17,158103.23
Brazil,2022-07-18,158294.16
Brazil,2022-07-19,158345.75
Brazil,2022-07-20,158529.75
Brazil,2022-07-21,158805.53
Brazil,2022-07-22,159074.1
Brazil,2022-07-23,159318.66
Brazil,2022-07-24,159318.66
Brazil,2022-07-25,159679.11
Brazil,2022-07-26,159725.83
Brazil,2022-07-27,159871.38
Brazil,2022-07-28,160051.64
Brazil,2022-07-29,160263.31
Brazil,2022-07-30,160475.34
Brazil,2022-07-31,160673.69
Brazil,2022-08-01,160782.53
Brazil,2022-08-02,160879.11
Brazil,2022-08-03,160984.03
Brazil,2022-08-04,161147.9
Brazil,2022-08-05,161307.83
Brazil,2022-08-06,161500.08
Brazil,2022-08-07,161642.61
Brazil,2022-08-08,161722.03
Brazil,2022-08-09,161756.27
Brazil,2022-08-10,161839.05
Brazil,2022-08-11,161982.73
Brazil,2022-08-12,162129.83
Brazil,2022-08-13,162261.28
Brazil,2022-08-14,162373.27
Brazil,2022-08-15,162457.56
Brazil,2022-08-16,162478.61
Brazil,2022-08-17,162516.44
Brazil,2022-08-18,162625.98
Brazil,2022-08-19,162730.25
Brazil,2022-08-20,162835.66
Brazil,2022-08-21,162925.34
Brazil,2022-08-22,162999.28
Brazil,2022-08-23,163023.44
Brazil,2022-08-24,163053
Brazil,2022-08-25,163149.25
Brazil,2022-08-26,163236.16
Brazil,2022-08-27,163336.19
Brazil,2022-08-28,163423.06
Brazil,2022-08-29,163481.95
Brazil,2022-08-30,163498.38
Brazil,2022-08-31,163557.61
Brazil,2022-09-01,163637.52
Brazil,2022-09-02,163712.84
Brazil,2022-09-03,163783.33
Brazil,2022-09-04,163837.86
Brazil,2022-09-05,163893.61
Brazil,2022-09-06,163939.6
Brazil,2022-09-07,163939.6
Brazil,2022-09-08,164003.27
Brazil,2022-09-09,164045.55
Brazil,2022-09-10,164065.55
Brazil,2022-09-11,164125.98
Brazil,2022-09-12,164170.73
Brazil,2022-09-13,164170.73
Brazil,2022-09-14,164207.86
Brazil,2022-09-15,164257.4
Brazil,2022-09-16,164326.47
Brazil,2022-09-17,164373.69
Brazil,2022-09-18,164422.44
Brazil,2022-09-19,164436.61
Brazil,2022-09-20,164460.3
Brazil,2022-09-21,164483.98
Brazil,2022-09-22,164525.55
Brazil,2022-09-23,164559.69
Brazil,2022-09-24,164601.1
Brazil,2022-09-25,164638.05
Brazil,2022-09-26,164669.27
Brazil,2022-09-27,164675.1
Brazil,2022-09-28,164703.95
Brazil,2022-09-29,164743.36
Brazil,2022-09-30,164779.56
Brazil,2022-10-01,164824.94
Brazil,2022-10-02,164866.73
Brazil,2022-10-03,164895.2
Brazil,2022-10-04,164900.06
Brazil,2022-10-05,164923.83
Brazil,2022-10-06,164958.86
Brazil,2022-10-07,164992.72
Brazil,2022-10-08,165031.78
Brazil,2022-10-09,165069.36
Brazil,2022-10-10,165087.86
Brazil,2022-10-11,165090.14
Brazil,2022-10-12,165112.4
Brazil,2022-10-13,165147.36
Brazil,2022-10-14,165171.67
Brazil,2022-10-15,165186.95
Brazil,2022-10-16,165218.31
Brazil,2022-10-17,165228.84
Brazil,2022-10-18,165230.66
Brazil,2022-10-19,165256.97
Brazil,2022-10-20,165296.34
Brazil,2022-10-21,165336.52
Brazil,2022-10-22,165360
Brazil,2022-10-23,165380.84
Brazil,2022-10-24,165388.02
Brazil,2022-10-25,165395.78
Brazil,2022-10-26,165441.08
Brazil,2022-10-27,165469.67
Brazil,2022-10-28,165506.53
Brazil,2022-10-29,165545.44
Brazil,2022-10-30,165578.58
Brazil,2022-10-31,165587.33
Brazil,2022-11-01,165591.12
Brazil,2022-11-02,165609.6
Brazil,2022-11-03,165648.98
Brazil,2022-11-04,165659.94
Brazil,2022-11-05,165693.08
Brazil,2022-11-06,165706.17
Brazil,2022-11-07,165712.4
Brazil,2022-11-08,165717.53
Brazil,2022-11-09,165736.75
Brazil,2022-11-10,165796.95
Brazil,2022-11-11,165841.67
Brazil,2022-11-12,165898.81
Brazil,2022-11-13,165987.36
Brazil,2022-11-14,166005.14
Brazil,2022-11-15,166009.88
Brazil,2022-11-16,166048.5
Brazil,2022-11-17,166058.34
Brazil,2022-11-18,166129.42
Brazil,2022-11-19,166286.19
Brazil,2022-11-20,166421.48
Brazil,2022-11-21,166458.16
Brazil,2022-11-22,166478.72
Brazil,2022-11-23,166591.7
Brazil,2022-11-24,166671.86
Brazil,2022-11-25,166813.95
Brazil,2022-11-26,166921.6
Brazil,2022-11-27,167134.77
Brazil,2022-11-28,167134.77
Brazil,2022-11-29,167223.67
Brazil,2022-11-30,167320.6
Brazil,2022-12-01,167530
Brazil,2022-12-02,167689.45
Brazil,2022-12-03,167860.53
Brazil,2022-12-04,168028.9
Brazil,2022-12-05,168144.1
Brazil,2022-12-06,168178.97
Brazil,2022-12-07,168307.75
Brazil,2022-12-08,168573.6
Brazil,2022-12-09,168790.81
Brazil,2022-12-10,168952.17
Brazil,2022-12-11,168952.17
Brazil,2022-12-12,169137.83
Brazil,2022-12-13,169170.05
Brazil,2022-12-14,169484.98
Brazil,2022-12-15,169484.98
Brazil,2022-12-16,169996.81
Brazil,2022-12-17,170274.61
Brazil,2022-12-18,170558.45
Brazil,2022-12-19,170665.83
Brazil,2022-12-20,170712.75
Brazil,2022-12-21,170917.62
Brazil,2022-12-22,171187.22
Brazil,2022-12-23,171390.16
Brazil,2022-12-24,171620.33
Brazil,2022-12-25,171770.06
Brazil,2022-12-26,171770.06
Brazil,2022-12-27,171770.06
Brazil,2022-12-28,172084.14
Brazil,2022-12-29,172254.83
Brazil,2022-12-30,172437.6
Brazil,2022-12-31,172616.83
Brazil,2023-01-01,172754.08
Brazil,2023-01-02,172754.08
Brazil,2023-01-03,172754.08
Brazil,2023-01-04,172901.89
Brazil,2023-01-05,173035.3
Brazil,2023-01-06,173190.86
Brazil,2023-01-07,173322.44
Brazil,2023-01-08,173447.98
Brazil,2023-01-09,173501.11
Brazil,2023-01-10,173509.02
Brazil,2023-01-11,173610
Brazil,2023-01-12,173805.64
Brazil,2023-01-13,173931.33
Brazil,2023-01-14,174022.02
Brazil,2023-01-15,174022.02
Brazil,2023-01-16,174149.34
Brazil,2023-01-17,174165.44
Brazil,2023-01-18,174225.77
Brazil,2023-01-19,174341.12
Brazil,2023-01-20,174401.97
Brazil,2023-01-21,174501.97
Brazil,2023-01-22,174568.44
Brazil,2023-01-23,174590.55
Brazil,2023-01-24,174593.17
Brazil,2023-01-25,174654.31
Brazil,2023-01-26,174751.78
Brazil,2023-01-27,174833.88
Brazil,2023-01-28,174888.33
Brazil,2023-01-29,174941.3
Brazil,2023-01-30,174953.23
Brazil,2023-01-31,174955.53
Brazil,2023-02-01,175019.98
Brazil,2023-02-02,175099.7
Brazil,2023-02-03,175163.23
Brazil,2023-02-04,175258.2
Brazil,2023-02-05,175299.78
Brazil,2023-02-06,175307.2
Brazil,2023-02-07,175310.66
Brazil,2023-02-08,175357.39
Brazil,2023-02-09,175401.22
Brazil,2023-02-10,175495.83
Brazil,2023-02-11,175542.11
Brazil,2023-02-12,175602.58
Brazil,2023-02-13,175613
Brazil,2023-02-14,175614.42
Brazil,2023-02-15,175712.67
Brazil,2023-02-16,175712.67
Brazil,2023-02-17,175747.84
Brazil,2023-02-18,175793.61
Brazil,2023-02-19,175875.25
Brazil,2023-02-20,175883.28
Brazil,2023-02-21,175885.58
Brazil,2023-02-22,175887.56
Brazil,2023-02-23,175896.52
Brazil,2023-02-24,175921.11
Brazil,2023-02-25,175976.34
Brazil,2023-02-26,176031.44
Brazil,2023-02-27,176045.39
Brazil,2023-02-28,176049.92
Brazil,2023-03-01,176115.6
Brazil,2023-03-02,176185.53
Brazil,2023-03-03,176235.58
Brazil,2023-03-04,176251.4
Brazil,2023-03-05,176295.44
Brazil,2023-03-06,176340.45
Brazil,2023-03-07,176340.45
Brazil,2023-03-08,176340.45
Brazil,2023-03-09,176340.45
Brazil,2023-03-10,176340.45
Brazil,2023-03-11,176340.45
Brazil,2023-03-12,176340.45
Brazil,2023-03-13,176625.73
Brazil,2023-03-14,176625.73
Brazil,2023-03-15,176625.73
Brazil,2023-03-16,176625.73
Brazil,2023-03-17,176625.73
Brazil,2023-03-18,176625.73
Brazil,2023-03-19,176625.73
Brazil,2023-03-20,176907.05
Brazil,2023-03-21,176907.05
Brazil,2023-03-22,176907.05
Brazil,2023-03-23,176907.05
Brazil,2023-03-24,176907.05
Brazil,2023-03-25,176907.05
Brazil,2023-03-26,176907.05
Brazil,2023-03-27,176907.05
Brazil,2023-03-28,176907.05
Brazil,2023-03-29,176907.05
Brazil,2023-03-30,177163.75
Brazil,2023-03-31,177163.75
Brazil,2023-04-01,177163.75
Brazil,2023-04-02,177163.75
Brazil,2023-04-03,177163.75
Brazil,2023-04-04,177163.75
Brazil,2023-04-05,177163.75
Brazil,2023-04-06,177163.75
Brazil,2023-04-07,177163.75
Brazil,2023-04-08,177163.75
Brazil,2023-04-09,177451.86
Brazil,2023-04-10,177451.86
Brazil,2023-04-11,177451.86
Brazil,2023-04-12,177451.86
Brazil,2023-04-13,177451.86
Brazil,2023-04-14,177451.86
Brazil,2023-04-15,177451.86
Brazil,2023-04-16,177636.53
Brazil,2023-04-17,177636.53
Brazil,2023-04-18,177636.53
Brazil,2023-04-19,177636.53
Brazil,2023-04-20,177636.53
Brazil,2023-04-21,177636.53
Brazil,2023-04-22,177636.53
Brazil,2023-04-23,177870.19
Brazil,2023-04-24,177870.19
Brazil,2023-04-25,177870.19
Brazil,2023-04-26,177870.19
Brazil,2023-04-27,177870.19
Brazil,2023-04-28,177870.19
Brazil,2023-04-29,177870.19
Brazil,2023-04-30,178070.78
Brazil,2023-05-01,178070.78
Brazil,2023-05-02,178070.78
Brazil,2023-05-03,178070.78
Brazil,2023-05-04,178070.78
Brazil,2023-05-05,178070.78
Brazil,2023-05-06,178070.78
Brazil,2023-05-07,178254.11
Brazil,2023-05-08,178254.11
Brazil,2023-05-09,178254.11
Brazil,2023-05-10,178254.11
Brazil,2023-05-11,178254.11
Brazil,2023-05-12,178254.11
Brazil,2023-05-13,178254.11
Brazil,2023-05-14,178367.98
Brazil,2023-05-15,178367.98
Brazil,2023-05-16,178367.98
Brazil,2023-05-17,178367.98
Brazil,2023-05-18,178367.98
Brazil,2023-05-19,178367.98
Brazil,2023-05-20,178367.98
Brazil,2023-05-21,178367.98
Brazil,2023-05-22,178367.98
Brazil,2023-05-23,178367.98
Brazil,2023-05-24,178367.98
Brazil,2023-05-25,178367.98
Brazil,2023-05-26,178367.98
Brazil,2023-05-27,178367.98
Brazil,2023-05-28,178367.98
Brazil,2023-05-29,178367.98
Brazil,2023-05-30,178367.98
Brazil,2023-05-31,178367.98
Brazil,2023-06-01,178367.98
Brazil,2023-06-02,178367.98
Brazil,2023-06-03,178367.98
Brazil,2023-06-04,178367.98
Brazil,2023-06-05,178367.98
Brazil,2023-06-06,178367.98
Brazil,2023-06-07,178367.98
Brazil,2023-06-08,178367.98
Brazil,2023-06-09,178367.98
Brazil,2023-06-10,178367.98
Brazil,2023-06-11,178367.98
Brazil,2023-06-12,178367.98
Brazil,2023-06-13,178367.98
Brazil,2023-06-14,178367.98
Brazil,2023-06-15,178367.98
Brazil,2023-06-16,178367.98
Brazil,2023-06-17,178367.98
Brazil,2023-06-18,178367.98
Brazil,2023-06-19,178367.98
Brazil,2023-06-20,178367.98
Brazil,2023-06-21,178367.98
Brazil,2023-06-22,178367.98
Brazil,2023-06-23,178367.98
Brazil,2023-06-24,178367.98
Brazil,2023-06-25,178367.98
Brazil,2023-06-26,178367.98
Brazil,2023-06-27,178367.98
Brazil,2023-06-28,178367.98
Brazil,2023-06-29,178367.98
Brazil,2023-06-30,178367.98
Brazil,2023-07-01,178367.98
Brazil,2023-07-02,178367.98
Brazil,2023-07-03,178367.98
Brazil,2023-07-04,178367.98
Brazil,2023-07-05,178367.98
Brazil,2023-07-06,178367.98
Brazil,2023-07-07,178367.98
Brazil,2023-07-08,178367.98
Brazil,2023-07-09,178367.98
Brazil,2023-07-10,178367.98
Brazil,2023-07-11,178367.98
Brazil,2023-07-12,178367.98
Brazil,2023-07-13,178367.98
Brazil,2023-07-14,178367.98
Brazil,2023-07-15,178367.98
Brazil,2023-07-16,178367.98
Brazil,2023-07-17,178367.98
Brazil,2023-07-18,178367.98
Brazil,2023-07-19,178367.98
Brazil,2023-07-20,178367.98
Brazil,2023-07-21,178367.98
Brazil,2023-07-22,178367.98
Brazil,2023-07-23,178367.98
Brazil,2023-07-24,178367.98
Brazil,2023-07-25,178367.98
Brazil,2023-07-26,178367.98
Brazil,2023-07-27,178367.98
Brazil,2023-07-28,178367.98
Brazil,2023-07-29,178367.98
Brazil,2023-07-30,178367.98
Brazil,2023-07-31,178367.98
Brazil,2023-08-01,178367.98
Brazil,2023-08-02,178367.98
Brazil,2023-08-03,178367.98
Brazil,2023-08-04,178367.98
Brazil,2023-08-05,178367.98
Brazil,2023-08-06,178367.98
Brazil,2023-08-07,178367.98
Brazil,2023-08-08,178367.98
Brazil,2023-08-09,178367.98
Brazil,2023-08-10,178367.98
Brazil,2023-08-11,178367.98
Brazil,2023-08-12,178367.98
Brazil,2023-08-13,178367.98
Brazil,2023-08-14,178367.98
Brazil,2023-08-15,178367.98
Brazil,2023-08-16,178367.98
Brazil,2023-08-17,178367.98
Brazil,2023-08-18,178367.98
Brazil,2023-08-19,178367.98
Brazil,2023-08-20,178367.98
Brazil,2023-08-21,178367.98
Brazil,2023-08-22,178367.98
Brazil,2023-08-23,178367.98
Brazil,2023-08-24,178367.98
Brazil,2023-08-25,178367.98
Brazil,2023-08-26,178367.98
Brazil,2023-08-27,178367.98
Brazil,2023-08-28,178367.98
Brazil,2023-08-29,178367.98
Brazil,2023-08-30,178367.98
Brazil,2023-08-31,178367.98
Brazil,2023-09-01,178367.98
Brazil,2023-09-02,178367.98
Brazil,2023-09-03,178367.98
Brazil,2023-09-04,178367.98
Brazil,2023-09-05,178367.98
Brazil,2023-09-06,178367.98
Brazil,2023-09-07,178367.98
Brazil,2023-09-08,178367.98
Brazil,2023-09-09,178367.98
Brazil,2023-09-10,178367.98
Brazil,2023-09-11,178367.98
Brazil,2023-09-12,178367.98
Brazil,2023-09-13,178367.98
Brazil,2023-09-14,178367.98
Brazil,2023-09-15,178367.98
Brazil,2023-09-16,178367.98
Brazil,2023-09-17,178367.98
Brazil,2023-09-18,178367.98
Brazil,2023-09-19,178367.98
Brazil,2023-09-20,178367.98
Brazil,2023-09-21,178367.98
Brazil,2023-09-22,178367.98
Brazil,2023-09-23,178367.98
Brazil,2023-09-24,178367.98
Brazil,2023-09-25,178367.98
Brazil,2023-09-26,178367.98
Brazil,2023-09-27,178367.98
Brazil,2023-09-28,178367.98
Brazil,2023-09-29,178367.98
Brazil,2023-09-30,178367.98
Brazil,2023-10-01,178367.98
Brazil,2023-10-02,178367.98
Brazil,2023-10-03,178367.98
Brazil,2023-10-04,178367.98
Brazil,2023-10-05,178367.98
Brazil,2023-10-06,178367.98
Brazil,2023-10-07,178367.98
Brazil,2023-10-08,178367.98
Brazil,2023-10-09,178367.98
Brazil,2023-10-10,178367.98
Brazil,2023-10-11,178367.98
Brazil,2023-10-12,178367.98
Brazil,2023-10-13,178367.98
Brazil,2023-10-14,178367.98
Brazil,2023-10-15,178367.98
Brazil,2023-10-16,178367.98
Brazil,2023-10-17,178367.98
Brazil,2023-10-18,178367.98
Brazil,2023-10-19,178367.98
Brazil,2023-10-20,178367.98
Brazil,2023-10-21,178367.98
Brazil,2023-10-22,178367.98
Brazil,2023-10-23,178367.98
Brazil,2023-10-24,178367.98
Brazil,2023-10-25,178367.98
Brazil,2023-10-26,178367.98
Brazil,2023-10-27,178367.98
Brazil,2023-10-28,178367.98
Brazil,2023-10-29,178367.98
Brazil,2023-10-30,178367.98
Brazil,2023-10-31,178367.98
Brazil,2023-11-01,178367.98
Brazil,2023-11-02,178367.98
Brazil,2023-11-03,178367.98
Brazil,2023-11-04,178367.98
Brazil,2023-11-05,178367.98
Brazil,2023-11-06,178367.98
Brazil,2023-11-07,178367.98
Brazil,2023-11-08,178367.98
Brazil,2023-11-09,178367.98
Brazil,2023-11-10,178367.98
Brazil,2023-11-11,178367.98
Brazil,2023-11-12,178367.98
Brazil,2023-11-13,178367.98
Brazil,2023-11-14,178367.98
Brazil,2023-11-15,178367.98
Brazil,2023-11-16,178367.98
Brazil,2023-11-17,178367.98
Brazil,2023-11-18,178367.98
Brazil,2023-11-19,178367.98
Brazil,2023-11-20,178367.98
Brazil,2023-11-21,178367.98
Brazil,2023-11-22,178367.98
Brazil,2023-11-23,178367.98
Brazil,2023-11-24,178367.98
Brazil,2023-11-25,178367.98
Brazil,2023-11-26,178367.98
Brazil,2023-11-27,178367.98
Brazil,2023-11-28,178367.98
Brazil,2023-11-29,178367.98
Brazil,2023-11-30,178367.98
Brazil,2023-12-01,178367.98
Brazil,2023-12-02,178367.98
Brazil,2023-12-03,178367.98
Brazil,2023-12-04,178367.98
Brazil,2023-12-05,178367.98
Brazil,2023-12-06,178367.98
Brazil,2023-12-07,178367.98
Brazil,2023-12-08,178367.98
Brazil,2023-12-09,178367.98
Brazil,2023-12-10,178367.98
Brazil,2023-12-11,178367.98
Brazil,2023-12-12,178367.98
Brazil,2023-12-13,178367.98
Brazil,2023-12-14,178367.98
Brazil,2023-12-15,178367.98
Brazil,2023-12-16,178367.98
Brazil,2023-12-17,178367.98
Brazil,2023-12-18,178367.98
Brazil,2023-12-19,178367.98
Brazil,2023-12-20,178367.98
Brazil,2023-12-21,178367.98
Brazil,2023-12-22,178367.98
Brazil,2023-12-23,178367.98
Brazil,2023-12-24,178367.98
Brazil,2023-12-25,178367.98
Brazil,2023-12-26,178367.98
Brazil,2023-12-27,178367.98
Brazil,2023-12-28,178367.98
Brazil,2023-12-29,178367.98
Brazil,2023-12-30,178367.98
Brazil,2023-12-31,178367.98
Brazil,2024-01-01,178367.98
Brazil,2024-01-02,178367.98
Brazil,2024-01-03,178367.98
Brazil,2024-01-04,178367.98
Brazil,2024-01-05,178367.98
Brazil,2024-01-06,178367.98
Brazil,2024-01-07,178367.98
Brazil,2024-01-08,178367.98
Brazil,2024-01-09,178367.98
Brazil,2024-01-10,178367.98
Brazil,2024-01-11,178367.98
Brazil,2024-01-12,178367.98
Brazil,2024-01-13,178367.98
Brazil,2024-01-14,178367.98
Brazil,2024-01-15,178367.98
Brazil,2024-01-16,178367.98
Brazil,2024-01-17,178367.98
Brazil,2024-01-18,178367.98
Brazil,2024-01-19,178367.98
Brazil,2024-01-20,178367.98
Brazil,2024-01-21,178367.98
Brazil,2024-01-22,178367.98
Brazil,2024-01-23,178367.98
Brazil,2024-01-24,178367.98
Brazil,2024-01-25,178367.98
Brazil,2024-01-26,178367.98
Brazil,2024-01-27,178367.98
Brazil,2024-01-28,178367.98
Brazil,2024-01-29,178367.98
Brazil,2024-01-30,178367.98
Brazil,2024-01-31,178367.98
Brazil,2024-02-01,178367.98
Brazil,2024-02-02,178367.98
Brazil,2024-02-03,178367.98
Brazil,2024-02-04,178367.98
Brazil,2024-02-05,178367.98
Brazil,2024-02-06,178367.98
Brazil,2024-02-07,178367.98
Brazil,2024-02-08,178367.98
Brazil,2024-02-09,178367.98
Brazil,2024-02-10,178367.98
Brazil,2024-02-11,178367.98
Brazil,2024-02-12,178367.98
Brazil,2024-02-13,178367.98
Brazil,2024-02-14,178367.98
Brazil,2024-02-15,178367.98
Brazil,2024-02-16,178367.98
Brazil,2024-02-17,178367.98
Brazil,2024-02-18,178367.98
Brazil,2024-02-19,178367.98
Brazil,2024-02-20,178367.98
Brazil,2024-02-21,178367.98
Brazil,2024-02-22,178367.98
Brazil,2024-02-23,178367.98
Brazil,2024-02-24,178367.98
Brazil,2024-02-25,178367.98
Brazil,2024-02-26,178367.98
Brazil,2024-02-27,178367.98
Brazil,2024-02-28,178367.98
Brazil,2024-02-29,178367.98
Brazil,2024-03-01,178367.98
Brazil,2024-03-02,178367.98
Brazil,2024-03-03,178367.98
Brazil,2024-03-04,178367.98
Brazil,2024-03-05,178367.98
Brazil,2024-03-06,178367.98
Brazil,2024-03-07,178367.98
Brazil,2024-03-08,178367.98
Brazil,2024-03-09,178367.98
Brazil,2024-03-10,178367.98
Brazil,2024-03-11,178367.98
Brazil,2024-03-12,178367.98
Brazil,2024-03-13,178367.98
Brazil,2024-03-14,178367.98
Brazil,2024-03-15,178367.98
Brazil,2024-03-16,178367.98
Brazil,2024-03-17,178367.98
Brazil,2024-03-18,178367.98
Brazil,2024-03-19,178367.98
Brazil,2024-03-20,178367.98
Brazil,2024-03-21,178367.98
Brazil,2024-03-22,178367.98
Brazil,2024-03-23,178367.98
Brazil,2024-03-24,178367.98
Brazil,2024-03-25,178367.98
Brazil,2024-03-26,178367.98
Brazil,2024-03-27,178367.98
Brazil,2024-03-28,178367.98
Brazil,2024-03-29,178367.98
Brazil,2024-03-30,178367.98
Brazil,2024-03-31,178367.98
Brazil,2024-04-01,178367.98
Brazil,2024-04-02,178367.98
Brazil,2024-04-03,178367.98
Brazil,2024-04-04,178367.98
Brazil,2024-04-05,178367.98
Brazil,2024-04-06,178367.98
Brazil,2024-04-07,178367.98
Brazil,2024-04-08,178367.98
Brazil,2024-04-09,178367.98
Brazil,2024-04-10,178367.98
Brazil,2024-04-11,178367.98
Brazil,2024-04-12,178367.98
Brazil,2024-04-13,178367.98
Brazil,2024-04-14,178367.98
Brazil,2024-04-15,178367.98
Brazil,2024-04-16,178367.98
Brazil,2024-04-17,178367.98
Brazil,2024-04-18,178367.98
Brazil,2024-04-19,178367.98
Brazil,2024-04-20,178367.98
Brazil,2024-04-21,178367.98
Brazil,2024-04-22,178367.98
Brazil,2024-04-23,178367.98
Brazil,2024-04-24,178367.98
Brazil,2024-04-25,178367.98
Brazil,2024-04-26,178367.98
Brazil,2024-04-27,178367.98
Brazil,2024-04-28,178367.98
Brazil,2024-04-29,178367.98
Brazil,2024-04-30,178367.98
Brazil,2024-05-01,178367.98
Brazil,2024-05-02,178367.98
Brazil,2024-05-03,178367.98
Brazil,2024-05-04,178367.98
Brazil,2024-05-05,178367.98
Brazil,2024-05-06,178367.98
Brazil,2024-05-07,178367.98
Brazil,2024-05-08,178367.98
Brazil,2024-05-09,178367.98
Brazil,2024-05-10,178367.98
Brazil,2024-05-11,178367.98
Brazil,2024-05-12,178367.98
Brazil,2024-05-13,178367.98
Brazil,2024-05-14,178367.98
Brazil,2024-05-15,178367.98
Brazil,2024-05-16,178367.98
Brazil,2024-05-17,178367.98
Brazil,2024-05-18,178367.98
Brazil,2024-05-19,178367.98
Brazil,2024-05-20,178367.98
Brazil,2024-05-21,178367.98
Brazil,2024-05-22,178367.98
Brazil,2024-05-23,178367.98
Brazil,2024-05-24,178367.98
Brazil,2024-05-25,178367.98
Brazil,2024-05-26,178367.98
Brazil,2024-05-27,178367.98
Brazil,2024-05-28,178367.98
Brazil,2024-05-29,178367.98
Brazil,2024-05-30,178367.98
Brazil,2024-05-31,178367.98
Brazil,2024-06-01,178367.98
Brazil,2024-06-02,178367.98
Brazil,2024-06-03,178367.98
Brazil,2024-06-04,178367.98
Brazil,2024-06-05,178367.98
Brazil,2024-06-06,178367.98
Brazil,2024-06-07,178367.98
Brazil,2024-06-08,178367.98
Brazil,2024-06-09,178367.98
Brazil,2024-06-10,178367.98
Brazil,2024-06-11,178367.98
Brazil,2024-06-12,178367.98
Brazil,2024-06-13,178367.98
Brazil,2024-06-14,178367.98
Brazil,2024-06-15,178367.98
Brazil,2024-06-16,178367.98
Brazil,2024-06-17,178367.98
Brazil,2024-06-18,178367.98
Brazil,2024-06-19,178367.98
Brazil,2024-06-20,178367.98
Brazil,2024-06-21,178367.98
